Row Number,Area,Region,Territory,Rep ID,IDN,Account,Clinical Focus Area,Target Type,Product Line,Category,GPO,Total Units Sold,Opportunity ($),Net Cost To Customer ($),Rolling 12 Sales ($),# Codes on Account Shelf,# Codes in System,# Codes in Neither,2025 Penetration %,2024 Penetration %,2023 Penetration %,3 Month Trend,6 Month Trend,9 Month Trend,CY Market Exposure %,PY Market Exposure %
225,Midwest,Great Lakes,GL-603,REP-66981,Ascension Health,Summit General Hospital,Neurology,Tier 3,Alpha Series,Capital Equipment,Provista,1355,315371.07,253328.68,374081.63,20,8,5,0.4757,0.8215,0.466,0.6258,0.515,0.7078,0.183,0.4195
226,Southeast,Gulf Coast,GC-502,REP-98829,Trinity Health,Horizon Community Hospital,Cardiovascular,Tier 1,Alpha Series,Capital Equipment,Intalere,250,443948.2,335469.4,223879.52,9,8,3,0.3221,0.7026,0.337,0.6347,0.9046,0.2951,0.3797,0.117
227,Northeast,New England,NE-103,REP-27027,Northwell Health,Central Community Hospital,General Surgery,Tier 1,Beta Series,Accessories,HealthTrust,1006,545358.38,312334.52,282997.38,8,13,10,0.8004,0.5102,0.4053,0.1666,0.7994,0.4445,0.233,0.083
228,Midwest,Great Lakes,GL-602,REP-19096,Sutter Health,Memorial Regional Hospital,Oncology,Non-Target,Beta Series,Service Contract,Vizient,344,455474.12,309438.22,376100.45,3,14,4,0.3671,0.3474,0.6714,0.3255,0.5013,0.9069,0.1319,0.4022
229,Northeast,Mid-Atlantic,MA-202,REP-29871,Intermountain Health,Memorial General Hospital,Oncology,Tier 1,Delta Series,Service Contract,Intalere,877,683036.87,535692.92,475521.39,17,7,0,0.5499,0.748,0.8069,0.2091,0.5818,0.9924,0.2334,0.2166
230,Northeast,New England,NE-102,REP-80074,Intermountain Health,Valley General Hospital,Orthopedics,Tier 2,Beta Series,Capital Equipment,Intalere,1403,193252.37,146633.07,539947.2,20,11,7,0.3552,0.7113,0.778,0.2259,0.2738,0.7478,0.3761,0.3191
231,Northeast,Mid-Atlantic,MA-202,REP-79984,SSM Health,St. Mary's Medical Center,Orthopedics,Tier 1,Gamma Series,Capital Equipment,Intalere,292,208758.63,155766.29,323409.39,17,4,9,0.4514,0.3468,0.778,0.54,0.1172,0.9165,0.3901,0.1835
232,Southeast,Carolinas,CA-301,REP-92924,CommonSpirit Health,Memorial Health System,Cardiovascular,Non-Target,Beta Series,Capital Equipment,None,1724,129748.4,90712.69,483521.63,7,2,3,0.577,0.8275,0.9384,0.7106,0.3918,0.9783,0.3668,0.1255
233,Southeast,Carolinas,CA-301,REP-53975,HCA Healthcare,Valley Health System,General Surgery,Non-Target,Beta Series,Accessories,Provista,387,378995.91,313695.92,43605.36,3,12,2,0.3102,0.6165,0.3041,0.2615,0.1802,0.6866,0.5378,0.2789
234,Southwest,Texas,TX-801,REP-28754,Banner Health,Heritage General Hospital,Neurology,Tier 2,Beta Series,Capital Equipment,Provista,418,587899.07,431291.54,71052.29,9,11,6,0.303,0.4532,0.3764,0.5772,0.1861,0.4257,0.4686,0.3468
235,Southeast,Florida,FL-403,REP-96419,Advocate Aurora,Summit Medical Center,General Surgery,Tier 1,Beta Series,Service Contract,Intalere,411,169819.7,140407.25,51336.02,11,9,3,0.5825,0.5173,0.8233,0.7826,0.139,0.7664,0.5587,0.1467
236,Northeast,Mid-Atlantic,MA-203,REP-25212,HCA Healthcare,Memorial Regional Hospital,Women's Health,Non-Target,Gamma Series,Service Contract,Premier,1580,557639.41,361186.11,471805.66,10,7,1,0.4541,0.5682,0.43,0.9022,0.1662,0.6266,0.0799,0.2897
237,Southeast,Gulf Coast,GC-502,REP-33338,Northwell Health,Horizon Regional Hospital,Neurology,Tier 2,Gamma Series,Accessories,Premier,737,145408.82,110170.91,54598,4,3,7,0.5981,0.4113,0.5233,0.8978,0.6433,0.8106,0.4009,0.3863
238,Southeast,Gulf Coast,GC-501,REP-21334,Piedmont Healthcare,University Community Hospital,Neurology,Tier 2,Delta Series,Service Contract,HealthTrust,79,597513.32,460595.33,163059.42,10,13,9,0.4446,0.9029,0.9151,0.9224,0.9084,0.476,0.0743,0.5952
239,West,Pacific Northwest,PN-1002,REP-79615,Northwell Health,Mercy Medical Center,Neurology,Non-Target,Beta Series,Capital Equipment,Provista,1592,59317.24,45646.74,570961.66,4,11,4,0.4554,0.9493,0.3104,0.7021,0.2456,0.5134,0.3637,0.371
240,Southwest,Mountain West,MW-901,REP-63131,Trinity Health,Capital Health System,Women's Health,Non-Target,Alpha Series,Capital Equipment,Intalere,1879,568062.98,402913.49,192022.19,8,6,10,0.3526,0.8726,0.7782,0.1493,0.9508,0.7072,0.5384,0.111
241,Midwest,Central Plains,CP-701,REP-57916,LifePoint Health,Riverside Community Hospital,Women's Health,Tier 1,Beta Series,Disposables,HealthTrust,538,454725.37,338639.22,447680.44,18,6,3,0.5083,0.8837,0.6273,0.4806,0.149,0.4355,0.2988,0.3258
242,Northeast,Mid-Atlantic,MA-203,REP-79717,Dignity Health,Mercy Community Hospital,Orthopedics,Tier 1,Beta Series,Service Contract,Vizient,214,343011.88,207056.91,575788.77,2,3,2,0.4794,0.7531,0.6226,0.8875,0.5686,0.6645,0.2112,0.5833
243,West,Pacific Northwest,PN-1002,REP-55442,Piedmont Healthcare,Mercy Medical Center,Orthopedics,Tier 2,Alpha Series,Capital Equipment,None,1692,224246.05,187073.82,393909.78,13,10,10,0.7199,0.5121,0.6857,0.7272,0.8577,0.5007,0.2172,0.1226
244,Midwest,Great Lakes,GL-602,REP-39724,Sutter Health,Horizon Health System,Cardiovascular,Tier 2,Gamma Series,Accessories,Intalere,390,513972.67,307477.45,330483.68,5,5,10,0.8164,0.4048,0.376,0.9944,0.6171,0.4968,0.2533,0.1628
245,Northeast,Mid-Atlantic,MA-202,REP-29391,LifePoint Health,Mercy Community Hospital,General Surgery,Tier 3,Alpha Series,Capital Equipment,Intalere,1956,424562.69,252026.85,285663.63,10,4,0,0.9306,0.655,0.6298,0.6825,0.366,0.9064,0.5833,0.4648
246,West,Pacific Northwest,PN-1002,REP-54392,Tenet Healthcare,Metro General Hospital,Cardiovascular,Tier 2,Alpha Series,Accessories,Vizient,872,513141.49,316151.32,227288.26,10,1,9,0.7169,0.6792,0.4444,0.9421,0.3501,0.1203,0.3461,0.295
247,Northeast,Mid-Atlantic,MA-201,REP-74286,Intermountain Health,Coastal Community Hospital,Oncology,Tier 1,Gamma Series,Service Contract,Premier,1516,690353.05,456246.73,236242.07,9,11,5,0.5003,0.5896,0.6647,0.2941,0.899,0.7674,0.2786,0.2934
248,Southeast,Gulf Coast,GC-502,REP-64289,Providence Health,University Community Hospital,Oncology,Tier 1,Beta Series,Disposables,HealthTrust,1022,791286.82,559906.89,214541.71,18,12,1,0.3043,0.7152,0.4777,0.2574,0.5159,0.6111,0.5532,0.1596
249,Southwest,Mountain West,MW-902,REP-15535,Dignity Health,University Community Hospital,Orthopedics,Non-Target,Delta Series,Disposables,Vizient,1670,51835.01,32594.02,574495.43,20,15,1,0.725,0.8802,0.5712,0.5427,0.7191,0.3203,0.1156,0.2025
250,Northeast,Mid-Atlantic,MA-203,REP-72978,Piedmont Healthcare,University Health System,Women's Health,Non-Target,Alpha Series,Accessories,Provista,1551,481447.76,386883.73,114451.39,1,4,5,0.5997,0.7506,0.5323,0.1476,0.425,0.6726,0.5753,0.0768
251,Midwest,Great Lakes,GL-603,REP-35403,Trinity Health,Capital Medical Center,Oncology,Tier 2,Gamma Series,Accessories,None,1780,563725.36,360965.58,417557.36,11,3,8,0.677,0.8352,0.3084,0.5664,0.4357,0.5364,0.2372,0.5509
252,Northeast,New England,NE-101,REP-75979,Atrium Health,University Regional Hospital,Oncology,Tier 1,Delta Series,Service Contract,Vizient,288,664133.56,549253.68,298120.57,9,11,2,0.8311,0.8783,0.6885,0.7872,0.4078,0.7389,0.0658,0.498
253,Southeast,Carolinas,CA-301,REP-39697,Dignity Health,Riverside Regional Hospital,General Surgery,Tier 1,Delta Series,Capital Equipment,Vizient,88,631019.23,490428.28,44659.83,3,1,10,0.6338,0.3385,0.3773,0.3277,0.1596,0.7008,0.465,0.4803
254,West,Pacific Northwest,PN-1001,REP-34219,LifePoint Health,St. Mary's Medical Center,General Surgery,Tier 3,Gamma Series,Accessories,Premier,1801,425475.81,327006.34,160257.06,18,2,1,0.8327,0.7961,0.6437,0.7442,0.9678,0.2546,0.4647,0.0524
255,Northeast,New England,NE-103,REP-72221,LifePoint Health,Metro Community Hospital,General Surgery,Non-Target,Alpha Series,Disposables,None,776,785975.84,532284.5,318265.58,13,3,5,0.3804,0.3717,0.3883,0.786,0.7343,0.6014,0.0723,0.2305
256,Northeast,Mid-Atlantic,MA-202,REP-69892,Dignity Health,Central General Hospital,General Surgery,Non-Target,Gamma Series,Service Contract,Premier,1804,102206.87,82002.36,295892.54,11,5,0,0.9492,0.6196,0.3684,0.4943,0.6927,0.1765,0.1289,0.2703
257,West,Pacific Northwest,PN-1001,REP-18481,LifePoint Health,Lakeside Health System,General Surgery,Non-Target,Alpha Series,Disposables,None,919,593900.38,376268.85,433826.41,18,8,10,0.9131,0.5315,0.7333,0.9551,0.9888,0.5603,0.1311,0.3
258,Northeast,Mid-Atlantic,MA-202,REP-75178,Atrium Health,Central Regional Hospital,Cardiovascular,Tier 1,Alpha Series,Capital Equipment,Intalere,1438,70061.67,42298.24,370658.68,10,4,4,0.7043,0.3626,0.3497,0.7764,0.7908,0.8135,0.1611,0.4142
259,Southwest,Mountain West,MW-902,REP-80848,Ascension Health,Capital Medical Center,Neurology,Tier 1,Delta Series,Service Contract,HealthTrust,1796,332252.42,228555.4,39058.68,17,9,2,0.6195,0.3874,0.7652,0.5387,0.1984,0.7075,0.413,0.427
260,West,California,CA-1102,REP-83695,Trinity Health,Heritage Medical Center,Neurology,Tier 3,Delta Series,Service Contract,Provista,1435,314572.83,265290.24,205880.01,0,1,2,0.844,0.5268,0.7823,0.1242,0.9022,0.4071,0.1035,0.2398
261,Midwest,Central Plains,CP-702,REP-17398,Atrium Health,Lakeside Regional Hospital,Women's Health,Tier 3,Alpha Series,Capital Equipment,None,674,135853.47,81638.94,332281.75,1,14,10,0.8612,0.6692,0.8859,0.34,0.7264,0.6292,0.5922,0.2578
262,Southwest,Mountain West,MW-901,REP-74010,Tenet Healthcare,Metro Regional Hospital,Orthopedics,Non-Target,Gamma Series,Disposables,Provista,663,322500.73,219557.64,308231.99,2,6,4,0.4724,0.4933,0.6728,0.8241,0.6621,0.9621,0.4447,0.368
263,West,California,CA-1102,REP-18817,Sutter Health,Parkview Regional Hospital,Orthopedics,Tier 1,Gamma Series,Accessories,Intalere,1408,454960.68,277536.52,253334.55,19,14,10,0.7962,0.4174,0.3121,0.733,0.8764,0.6192,0.1671,0.5792
264,Southwest,Mountain West,MW-902,REP-84202,CommonSpirit Health,Heritage Regional Hospital,Orthopedics,Non-Target,Beta Series,Disposables,Premier,1578,563979.98,360993.83,272525.49,10,2,10,0.4323,0.5681,0.8354,0.6814,0.3308,0.6411,0.2732,0.1125
265,Southeast,Carolinas,CA-301,REP-50703,SSM Health,Mercy Community Hospital,Neurology,Non-Target,Alpha Series,Disposables,Premier,608,152322.97,95585.57,486052.15,17,5,10,0.8541,0.9265,0.6158,0.1179,0.8736,0.1755,0.3809,0.5269
266,Southwest,Mountain West,MW-901,REP-62021,Providence Health,Lakeside Medical Center,Oncology,Tier 1,Gamma Series,Service Contract,Vizient,537,499865.99,390873.84,201777.99,18,12,3,0.9081,0.4417,0.3694,0.2927,0.3471,0.4675,0.5246,0.0808
267,West,California,CA-1103,REP-24806,Intermountain Health,Heritage General Hospital,Neurology,Tier 2,Gamma Series,Disposables,HealthTrust,1023,586753.42,467296.06,32223.04,19,1,10,0.8193,0.3355,0.8963,0.7044,0.3277,0.4462,0.4014,0.4353
268,Northeast,New England,NE-102,REP-60917,Ascension Health,Memorial General Hospital,Orthopedics,Tier 3,Alpha Series,Disposables,HealthTrust,480,694562.55,415395.75,274530.59,10,13,0,0.4781,0.3521,0.8066,0.5425,0.7632,0.9338,0.233,0.2823
269,Northeast,New England,NE-103,REP-44205,HCA Healthcare,Horizon General Hospital,Oncology,Tier 3,Delta Series,Capital Equipment,None,156,531029.6,321337.63,277174.88,20,4,0,0.5604,0.7084,0.5039,0.174,0.242,0.5647,0.5833,0.5068
270,Southeast,Gulf Coast,GC-502,REP-51864,SSM Health,Mercy Regional Hospital,Orthopedics,Tier 2,Gamma Series,Accessories,Premier,222,360872.32,218171.42,528306.21,18,7,0,0.9163,0.9,0.7206,0.664,0.9162,0.9767,0.159,0.4357
271,Southeast,Carolinas,CA-302,REP-91003,Piedmont Healthcare,Coastal Health System,General Surgery,Tier 1,Gamma Series,Disposables,Provista,290,60586.18,42879.95,468548.41,14,15,1,0.4459,0.432,0.9149,0.8321,0.3396,0.7718,0.2601,0.2872
272,Southeast,Gulf Coast,GC-501,REP-47089,Advocate Aurora,Parkview Regional Hospital,Neurology,Tier 2,Alpha Series,Accessories,HealthTrust,532,513260.18,422001.73,234389.89,20,14,1,0.3067,0.3866,0.5101,0.7237,0.7182,0.742,0.4396,0.4549
273,Midwest,Great Lakes,GL-601,REP-83007,CommonSpirit Health,St. Mary's Health System,General Surgery,Non-Target,Gamma Series,Capital Equipment,Vizient,569,428406.5,284582.43,586963.85,11,4,8,0.3267,0.4166,0.4104,0.5436,0.4053,0.5213,0.0993,0.4406
274,Southwest,Texas,TX-802,REP-25314,Intermountain Health,St. Mary's Regional Hospital,Neurology,Tier 3,Gamma Series,Service Contract,HealthTrust,1898,707702.29,519368.18,461707.07,8,10,6,0.8802,0.5051,0.9465,0.7873,0.2361,0.8677,0.4116,0.489
275,Northeast,New England,NE-101,REP-17152,Atrium Health,Riverside Medical Center,Neurology,Tier 3,Beta Series,Service Contract,Intalere,287,796401.31,659549.22,43659.19,11,15,7,0.6204,0.8498,0.8635,0.2113,0.1842,0.8814,0.1494,0.1426
276,West,California,CA-1103,REP-96918,Advocate Aurora,Coastal Medical Center,Oncology,Tier 2,Delta Series,Capital Equipment,Premier,1623,423583.08,244954.52,210621.51,9,3,6,0.5428,0.9039,0.3689,0.3912,0.126,0.5142,0.4392,0.3139
277,Midwest,Great Lakes,GL-602,REP-15747,SSM Health,Horizon Community Hospital,General Surgery,Tier 2,Alpha Series,Accessories,HealthTrust,1684,91651.27,52352.78,572102.11,12,2,6,0.4659,0.4561,0.8011,0.459,0.1185,0.2874,0.2637,0.2713
278,Southeast,Carolinas,CA-302,REP-74336,Piedmont Healthcare,Metro Health System,Women's Health,Tier 2,Gamma Series,Capital Equipment,None,802,434489.92,302790.34,533539.56,15,8,9,0.6902,0.3586,0.5746,0.4314,0.2677,0.6676,0.1011,0.3323
279,Southwest,Texas,TX-803,REP-99946,Providence Health,Memorial General Hospital,Oncology,Tier 1,Gamma Series,Service Contract,Intalere,212,730405.78,506378.21,106191.79,4,9,3,0.64,0.4921,0.331,0.1689,0.1406,0.1969,0.2837,0.102
280,West,California,CA-1102,REP-43405,HCA Healthcare,Capital Community Hospital,Cardiovascular,Tier 1,Delta Series,Disposables,None,423,682182.37,384462.71,261425.91,9,10,9,0.7707,0.7923,0.5925,0.8271,0.4072,0.9263,0.4955,0.1661
281,Northeast,Mid-Atlantic,MA-203,REP-23936,Piedmont Healthcare,Heritage Medical Center,Cardiovascular,Non-Target,Alpha Series,Capital Equipment,Premier,1393,407839.91,308955.81,523892.7,19,15,4,0.702,0.933,0.5345,0.7064,0.7213,0.4555,0.2165,0.1188
282,Northeast,New England,NE-101,REP-12082,Advocate Aurora,University Medical Center,General Surgery,Non-Target,Beta Series,Disposables,Intalere,1774,519544.36,408883.21,130730.38,9,14,2,0.6081,0.3142,0.408,0.2372,0.7323,0.9675,0.3093,0.5229
283,West,Pacific Northwest,PN-1001,REP-48644,Northwell Health,St. Mary's Health System,Cardiovascular,Tier 1,Delta Series,Service Contract,None,1065,602808.74,439297.99,341496.62,9,1,7,0.5598,0.6337,0.771,0.9418,0.9146,0.8809,0.1775,0.0834
284,Northeast,Mid-Atlantic,MA-203,REP-51399,HCA Healthcare,Summit General Hospital,Neurology,Tier 1,Delta Series,Accessories,Intalere,1478,377172.5,225700.04,441201.3,15,11,7,0.4509,0.4428,0.8909,0.4052,0.6419,0.8582,0.4113,0.1221
285,Midwest,Central Plains,CP-702,REP-98225,LifePoint Health,Capital General Hospital,General Surgery,Tier 2,Gamma Series,Capital Equipment,MedAssets,1038,146822.42,89538.96,371334.42,3,13,7,0.4974,0.4361,0.3306,0.1163,0.8928,0.4213,0.1372,0.5054
286,West,Pacific Northwest,PN-1001,REP-54267,Piedmont Healthcare,Valley Community Hospital,General Surgery,Tier 1,Beta Series,Service Contract,HealthTrust,746,638664.35,498676.9,466655.04,17,8,2,0.8547,0.8679,0.6928,0.1937,0.1454,0.9516,0.4894,0.5795
287,Northeast,New England,NE-103,REP-89908,Tenet Healthcare,University Community Hospital,Cardiovascular,Tier 1,Beta Series,Capital Equipment,None,470,733239.33,437824.36,189431.33,14,15,1,0.4003,0.5364,0.8325,0.2107,0.2817,0.9727,0.4731,0.0536
288,Southwest,Mountain West,MW-902,REP-76194,Trinity Health,Valley Health System,Orthopedics,Non-Target,Gamma Series,Disposables,Premier,1592,615130.38,416145.95,152345.56,13,13,6,0.8837,0.9187,0.6355,0.714,0.9494,0.4983,0.4736,0.4447
289,West,Pacific Northwest,PN-1001,REP-54342,Intermountain Health,Parkview Regional Hospital,Neurology,Tier 1,Delta Series,Capital Equipment,MedAssets,1939,531099.32,435901.54,53529.7,20,9,6,0.5613,0.7426,0.6598,0.3739,0.7684,0.9183,0.0543,0.2039
290,West,Pacific Northwest,PN-1002,REP-68482,Advocate Aurora,Memorial Community Hospital,Oncology,Non-Target,Gamma Series,Service Contract,None,454,710731.01,408872.38,331711.43,12,4,8,0.9448,0.4846,0.3603,0.5966,0.5692,0.7813,0.138,0.0653
291,West,California,CA-1101,REP-49838,Piedmont Healthcare,Heritage Medical Center,Women's Health,Tier 1,Gamma Series,Accessories,MedAssets,1089,315855.01,178243.26,397558.2,3,14,4,0.6721,0.3034,0.5203,0.3125,0.7712,0.6234,0.4431,0.5656
292,West,Pacific Northwest,PN-1002,REP-49216,Dignity Health,Central Community Hospital,Women's Health,Tier 2,Delta Series,Disposables,Vizient,721,437338.87,265799.95,471558.72,14,3,2,0.7626,0.8385,0.3533,0.156,0.8997,0.5286,0.2954,0.2531
293,West,California,CA-1103,REP-83265,Northwell Health,University Health System,Oncology,Non-Target,Delta Series,Service Contract,MedAssets,1956,760865.03,585497.12,261814.96,5,4,8,0.3826,0.7622,0.3841,0.7341,0.8769,0.2063,0.167,0.3103
294,Southeast,Gulf Coast,GC-502,REP-25566,Piedmont Healthcare,Valley Medical Center,Orthopedics,Tier 3,Alpha Series,Disposables,Vizient,810,278693.44,184589.24,190509.15,0,4,2,0.8095,0.5741,0.9089,0.3746,0.3551,0.2648,0.4568,0.0511
295,West,California,CA-1101,REP-15856,Piedmont Healthcare,Mercy Community Hospital,Orthopedics,Non-Target,Gamma Series,Service Contract,Intalere,1758,590025.12,431729,461931.71,16,14,7,0.7337,0.3968,0.7731,0.1804,0.6623,0.6612,0.263,0.5451
296,Midwest,Great Lakes,GL-603,REP-68077,Banner Health,Central Medical Center,General Surgery,Tier 1,Gamma Series,Capital Equipment,MedAssets,1195,113864.02,95253,334263.91,1,6,7,0.6267,0.3121,0.7279,0.5787,0.9661,0.3475,0.1632,0.5063
297,West,California,CA-1101,REP-79932,Intermountain Health,Parkview Community Hospital,Cardiovascular,Non-Target,Alpha Series,Accessories,Intalere,419,361202.32,291813.38,204081.81,8,2,1,0.9369,0.6522,0.4855,0.2644,0.7915,0.2388,0.5737,0.4232
298,Northeast,Mid-Atlantic,MA-201,REP-13561,CommonSpirit Health,Summit General Hospital,Cardiovascular,Tier 3,Beta Series,Service Contract,HealthTrust,578,331634.87,264751.55,90160.43,6,7,9,0.6809,0.6204,0.7891,0.4465,0.2036,0.1546,0.3057,0.2739
299,Southwest,Texas,TX-802,REP-93039,Atrium Health,Memorial Medical Center,Orthopedics,Tier 1,Beta Series,Disposables,HealthTrust,1213,355059.44,204220.43,388763.42,6,4,5,0.6513,0.4093,0.4594,0.9574,0.9652,0.5996,0.073,0.497
300,West,California,CA-1103,REP-31939,Ascension Health,St. Mary's General Hospital,Orthopedics,Tier 3,Delta Series,Accessories,None,1344,209565.6,168114.63,183160.55,5,2,4,0.3583,0.754,0.8398,0.7526,0.9989,0.8905,0.166,0.3277
